Reference Handle,Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
#rudbeckia-hirta-black-eyed-susan--4-5-pot,MFBK3JRY6VFE3LWGS6DDUHU2,Rudbeckia hirta (Black Eyed Susan),,"4.5"" Pot",,Rudhir3,"One of the most popular native flowers, Black-Eyed Susans spread over open fields and attract butterflies. Deer Resistant!

Size: Height: 1' - 4' ; Width: 1' -2'
Light: Shade (Part-Full)
Moisture: Dry, Medium, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons; 
Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons; 
Frank Mayfield from Chicago area, USA, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,6.00,,N,,,,,,,0,,,,Y
#rudbeckia-hirta-black-eyed-susan--gallon,DGNF4ZIXGRPOGK5KAZBKB3AO,Rudbeckia hirta (Black Eyed Susan),,Gallon,,Rudhir9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#rudbeckia-hirta-black-eyed-susan--true-gallon,6F5EXY6ICYWSVPEUXGGCDYOS,Rudbeckia hirta (Black Eyed Susan),,True Gallon,,Rudhir12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,15.00,,N,,,,,,,0,,,,Y
#rudbeckia-laciniata-cut-leaved-coneflower--4-5-pot,DFIN5PTRF2JZO74HV47N7NYA,Rudbeckia laciniata (Cut-Leaved Coneflower),,"4.5"" Pot",,Rudlac3,"Cheery, yellow flowers stand tall and attract butterflies, bees, and some birds. Also makes great cut flowers. 

Size: Height: 3' - 10' ; Width: 1' -3'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,15,,,,Y
#rudbeckia-laciniata-cut-leaved-coneflower--gallon,J2AEVNVOS3T5RPYLMM6YRMYI,Rudbeckia laciniata (Cut-Leaved Coneflower),,Gallon,,Rudlac9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,13,,,,Y
#rudbeckia-laciniata-cut-leaved-coneflower--true-gallon,XSTP54MU5RTMLJJTOZNADCGB,Rudbeckia laciniata (Cut-Leaved Coneflower),,True Gallon,,Rudlac12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#rudbeckia-triloba-brown-eyed-susan--4-5-pot,G3RJJLXFCMJLHBCFVJXRBKZU,Rudbeckia triloba (Brown Eyed Susan),,"4.5"" Pot",,Rudtri3,"Densely branched short-lived perennial will self-seed. Dyellow, daisy-like flowers bloom densely in the plant from summer to fall. Attracts butterflies. Deer resistant.

Size: Height: 1' - 3' ; Width: 1.5' -1.5'
Light: Shade (Part-Full)
Moisture: Dry, Medium, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,114,,,,Y
#rudbeckia-triloba-brown-eyed-susan--gallon,OHQXF5GG2UISB6FPUTUC3R2I,Rudbeckia triloba (Brown Eyed Susan),,Gallon,,Rudtri9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
#rudbeckia-triloba-brown-eyed-susan--true-gallon,DKXGJML6CASFC2OU7BWVPAFW,Rudbeckia triloba (Brown Eyed Susan),,True Gallon,,Rudtri12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#ruellia-humilis-low-wild-petunia--4-5-pot,JYSWFHTD6PQLC4ETVSVFOPCT,Ruellia humilis (Low Wild Petunia),,"4.5"" Pot",,Ruehum3,"Tubular, bell-shaped lavender flowers bloom May to October. Oblong to lancelike olive green leaves. Hairy stems and leaves. Attracts butterflies.

Size: Height: 1.5' - 2' ; Width: 1.5' -2'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

peganum from Small Dole, England, CC BY-SA 2.0 , via Wikimedia Commons, Alvesgaspar, CC BY-SA 3.0 , via Wikimedia Commons
Leonora (Ellie) Enking from East Preston, United Kingdom, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,168,,,,Y
#ruellia-humilis-low-wild-petunia--gallon,VHJRALZC3FIYZIEMQ7MG4M4E,Ruellia humilis (Low Wild Petunia),,Gallon,,Ruehum9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,8,,,,Y
#ruellia-humilis-low-wild-petunia--true-gallon,S22DREQ7FTH6F22QBVJUIKCS,Ruellia humilis (Low Wild Petunia),,True Gallon,,Ruehum12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#ruellia-strepens-smooth-wild-petunia--4-5-pot,CT3TRHL4HIKJGBP4SPUXFAZR,Ruellia strepens (Smooth Wild Petunia),,"4.5"" Pot",,Ruestr3,"Clump-forming perennial with pale lilac to lavender petunia like flowers. Flowers bloom May to September. Tolerate close to full shade.

Size: Height: 1' - 3' ; Width: 1' -1.5'
Light: Shade (Full)
Moisture: Medium,

-",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,0,,,,Y
#ruellia-strepens-smooth-wild-petunia--gallon,MRZ3KUCOFSUYCHHYMLZUYTQA,Ruellia strepens (Smooth Wild Petunia),,Gallon,,Ruestr9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,26,,,,Y
#ruellia-strepens-smooth-wild-petunia--true-gallon,G4ENQ7IVAQTABKZ3QX7XXGYH,Ruellia strepens (Smooth Wild Petunia),,True Gallon,,Ruestr12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#sticker-heliopsis-helianthoides-sticker,HA4D25CFWCOQHUHCZGI4EWEU,STICKER: Heliopsis Helianthoides,,Sticker,,Stk00198,"Size:
Light:
Moisture:

-",,,,,,,visible,Physical good,,,,Y,,N,Y,3.00,,N,,,,,,,25,,,,Y
#sticker-monarch-butterfly-chrysalis-sticker,P7LEMP3KPXI263RWBK3HPW6C,STICKER: Monarch Butterfly & Chrysalis,,Sticker,,Stk00298,"Size:
Light:
Moisture:

-",,,,,,,visible,Physical good,,,,Y,,N,Y,3.00,,N,,,,,,,25,,,,Y
#sticker-purple-echinacea-sticker,4ZQQ5GREH73M3QW4FS6K4XXY,STICKER: Purple Echinacea,,Sticker,,Stk00398,"Size:
Light:
Moisture:

-",,,,,,,visible,Physical good,,,,Y,,N,Y,3.00,,N,,,,,,,25,,,,Y
#sticker-scarlett-bee-balm-w-bumblebees-sticker,GL6KMIAODMBNZL2GR3YU72ZU,STICKER: Scarlett Bee Balm w/ bumblebees,,Sticker,,Stk00498,"Size:
Light:
Moisture:

-",,,,,,,visible,Physical good,,,,Y,,N,Y,3.00,,N,,,,,,,0,,,,Y
#sticker-showy-orchid-sticker,VVMSLLYCNIN6H7FFR4JA72Q2,STICKER: Showy Orchid,,Sticker,,Stk00598,"Size:
Light:
Moisture:

-",,,,,,,visible,Physical good,,,,Y,,N,Y,3.00,,N,,,,,,,25,,,,Y
#sagittaria-latifolia-broad-leaved-arrowhead--4-5-pot,HYQQ5AX4FXLDPKIHE2TJHGJ3,Sagittaria latifolia (Broad-leaved Arrowhead),,"4.5"" Pot",,Saglat3,"Found in marshes, swamps and bogs this plant prefers standing water or moist soils.  Blooms three petaled white flowers and underground starchy tubers that are eatten by ducks and turtles. 

Size: Height: 2' - 3' ; Width: 2' -3'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons,   Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,4,,,,Y
#sagittaria-latifolia-broad-leaved-arrowhead--gallon,63QPFPGUX4D5EXLRJZF2ATWL,Sagittaria latifolia (Broad-leaved Arrowhead),,Gallon,,Saglat9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,6,,,,Y
#sagittaria-latifolia-broad-leaved-arrowhead--true-gallon,PFWWKWY7WL2YWUSV2GRQNBAH,Sagittaria latifolia (Broad-leaved Arrowhead),,True Gallon,,Saglat12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#salix-discolor-pussy-willow--gallon,F34XAGVXGS75GZWRWFGFQAO5,Salix discolor (Pussy Willow),,Gallon,,Saldis9,"Large multi stemmed dioecious shrub.  Male shrubs bloom silky gray flowers in spring before leaves emerge.  Females produce smaller green catkins.  Rapid spreading to form thickets. Tolerant of severe pruning after flowering.

Size: Height: 10' - 20' ; Width: 8' -12'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-

Silk666, CC BY-SA 3.0 , via Wikimedia Commons,   Famartin, CC BY-SA 4.0 , via Wikimedia Commons,",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,,,,0,,,,Y
#salix-discolor-pussy-willow--true-gallon,KVS5EFDOP7G4T3MZ76UCSJ4F,Salix discolor (Pussy Willow),,True Gallon,,Saldis12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#salix-discolor-pussy-willow--2-gallon,NKKSB2QEDNRCWG4UUS4YLNMM,Salix discolor (Pussy Willow),,2 Gallon,,Saldis15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,3,,,,Y
#salix-discolor-pussy-willow--3-gallon,2Q6HZ47XW35RFBKX5J44HD7Z,Salix discolor (Pussy Willow),,3 Gallon,,Saldis18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,2,,,,Y
#salix-discolor-pussy-willow--5-gallon,N2MT7ZMPJ2CA64KGCM4Q2JNN,Salix discolor (Pussy Willow),,5 Gallon,,Saldis21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#salix-nigra-black-willow--gallon,K6ZNVN6ZJM5ZXGBFHFLQRJ4E,Salix nigra (Black Willow),,Gallon,,Salnig9,"Deciduous fast growing tree prefers moist soils and full sun. Dark brown to black bark, develops deep groves and rough texture with shaggy scales as it ages. Avoid full shade and do not alloy soil to dry out.

Size: Height: 36' - 72' ; Width: 30' -60'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
#salix-nigra-black-willow--true-gallon,4LQOSQ4V4HOKWPVVKDWZ5MZS,Salix nigra (Black Willow),,True Gallon,,Salnig12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#salix-nigra-black-willow--2-gallon,WJ7JX5HW7T5AA2BECRWZ2AQZ,Salix nigra (Black Willow),,2 Gallon,,Salnig15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#salix-nigra-black-willow--3-gallon,2J4U7N6QPJYTVVVSP7JM3C2J,Salix nigra (Black Willow),,3 Gallon,,Salnig18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#salix-nigra-black-willow--5-gallon,JZVEYXNFYJY5LTZLMNIHMWES,Salix nigra (Black Willow),,5 Gallon,,Salnig21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#salvia-lyrata-lyre-leaved-sage--4-5-pot,TDOT6NRYUWHAT7DSERQB5C6I,Salvia lyrata (Lyre-Leaved Sage),,"4.5"" Pot",,Sallyr3,"This perennial prefers sandy soils and clays. Two-lipped, purple flowers bloom in late spring and attract bees and butterflies. Can self-seed to naturalize an area. Deer resistant.

Size: Height: 1' - 2' ; Width: 1' -1'
Light: Sun (Full)
Moisture: Dry, Moist,

-

Kaldari, Public domain, via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,174,,,,Y
#salvia-lyrata-lyre-leaved-sage--gallon,SARXENBAYCZWMTJQCSTBBKLK,Salvia lyrata (Lyre-Leaved Sage),,Gallon,,Sallyr9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,18,,,,Y
#salvia-lyrata-lyre-leaved-sage--true-gallon,5AJVYJRZRN5ACTYEWXN3LJXF,Salvia lyrata (Lyre-Leaved Sage),,True Gallon,,Sallyr12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#sambucus-canadensis-elderberry--gallon,LOEV7ONZ53QXGZOHB6NWIUHY,Sambucus canadensis (Elderberry),,Gallon,,Samcan9,"Deciduous shrub prefers moist soils. Tiny, lemon-scented flowers appear in clusters 10"" across in early summer and create black elderberries in late summer that can make jams, pie fillings, and feed wildlife. Tolerates clay.

Size: Height: 5' - 12' ; Width: 5' -12'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Philiptdotcom, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
#sambucus-canadensis-elderberry--true-gallon,G6UCLLFNQY5TN7YK745SIURK,Sambucus canadensis (Elderberry),,True Gallon,,Samcan12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,1,,,,Y
#sambucus-canadensis-elderberry--2-gallon,KLHEZNVO4V4PGVBEZGCAGSDW,Sambucus canadensis (Elderberry),,2 Gallon,,Samcan15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,6,,,,Y
#sambucus-canadensis-elderberry--3-gallon,JPPDD3WIY4TVS6EKWETMJQPO,Sambucus canadensis (Elderberry),,3 Gallon,,Samcan18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#sambucus-canadensis-elderberry--5-gallon,6P25UGTIET7BOEDT5PCDQLP6,Sambucus canadensis (Elderberry),,5 Gallon,,Samcan21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#sanguinaria-canadensis-bloodroot--4-5-pot,OIT5E5ZAJRTOKVKAIMBNHY2U,Sanguinaria canadensis (Bloodroot),,"4.5"" Pot",,Sancan3,"Bright, short-lived, white, 2"" flowers bloom in early spring. Spreads to form colonies through rhizomes. Goes dormant in mid-to-late summer. Reddish-orange sap ""bleeds"" when plant is cut.

Size: Height: 0.5' - 1' ; Width: 0.25' -0.5'
Light: Shade (Full)
Moisture: Medium,

-",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,15.00,,N,,,,,,,0,,,,Y
#sanguinaria-canadensis-bloodroot--gallon,43ES3E346QEB2LHKTBRBJEES,Sanguinaria canadensis (Bloodroot),,Gallon,,Sancan9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,21.00,,N,,,,,,,0,,,,Y
#sanguinaria-canadensis-bloodroot--true-gallon,25HBZEWT4TKEHSVN4LD4LYOU,Sanguinaria canadensis (Bloodroot),,True Gallon,,Sancan12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,23.00,,N,,,,,,,0,,,,Y
#sassafras-albidum-sassafras--gallon,XD6UOADGHCVO2YIESV6QTG7X,Sassafras albidum (Sassafras),,Gallon,,Sasalb9,"Root suckers can make this form multiple trunks and colonies. The leaves turn yellow, purple, and red in the fall. Deer, drought, and clay tolerant.

Size: Height: 30' - 60' ; Width: 24' -40'
Light: Shade (Part-Full)
Moisture: Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Pymouss - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=7804970
By Michal Klajban - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=94850747
Helen Lowe: https://www.flickr.com/photos/usgsbiml/25422845638            Alex Abair, CC BY 4.0 , via Wikimedia Commons",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
#sassafras-albidum-sassafras--true-gallon,R6TQAANPJX3ILVQPVM2RTJJJ,Sassafras albidum (Sassafras),,True Gallon,,Sasalb12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,N,,,0,,,,Y
#sassafras-albidum-sassafras--2-gallon,TZTVO5BSDLHOGE7VDKRIPCST,Sassafras albidum (Sassafras),,2 Gallon,,Sasalb15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
#sassafras-albidum-sassafras--3-gallon,UM7DF2HLE7I6NV2RM2YDBNNI,Sassafras albidum (Sassafras),,3 Gallon,,Sasalb18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#sassafras-albidum-sassafras--5-gallon,B2R2BC2IER7UL2YQCN5ZDYI2,Sassafras albidum (Sassafras),,5 Gallon,,Sasalb21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
#saururus-cernuus-lizard-s-tail--4-5-pot,ORFORXT3I3P37WT7TG6QNN4W,Saururus cernuus (Lizard's Tail),,"4.5"" Pot",,Saucer3,"Water loving perennial that gets its name for their long racemes of white flowers.  Roots and foliage smell of citris and sassafrass. Form large colonies along waterways.

Size: Height: 1' - 4' ; Width: 1' - 2'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
#saururus-cernuus-lizard-s-tail--gallon,2Z2VYT7VEYL5PIRV24JOFHQR,Saururus cernuus (Lizard's Tail),,Gallon,,Saucer9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
#saururus-cernuus-lizard-s-tail--true-gallon,ZOYZEKNQ5RXASLUFIQT5GV6K,Saururus cernuus (Lizard's Tail),,True Gallon,,Saucer12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#schizachyrium-scoparium-little-bluestem--3-5-pot,BD5VO6ZQSN6U6PE5K2FQZGWF,Schizachyrium scoparium (Little Bluestem),,"3.5"" Pot",,Schsco2,"This small bunchgrass creates clusters of fluffy seed pods that add great interest even through the winter. Tolerates clay, dry, and rocky soils.

Size: Height: 2' - 4' ; Width: 1' -2'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

Krzysztof Ziarnek, Kenraiz [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,,,,761,,,,Y
#schizachyrium-scoparium-little-bluestem--4-5-pot,3C2JFC2D5BPZWUEA6HDITW3F,Schizachyrium scoparium (Little Bluestem),,"4.5"" Pot",,Schsco3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#schizachyrium-scoparium-little-bluestem--gallon,45MCZAHXQC4OQ652W4UKMGGA,Schizachyrium scoparium (Little Bluestem),,Gallon,,Schsco9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,6,,,,Y
#scirpus-atrovirens-dark-green-bulrush--3-5-pot,2ECHELWRJ3RVDU7WBOLNBTOF,Scirpus atrovirens (Dark Green Bulrush),,"3.5"" Pot",,Sciatr2,"This large rush can grow in standing water, making it excellent for the edges of ponds. Spreads rhizomously to form colonies.

Size: Height: 4' - 5' ; Width: 3' -4'
Light: Sun (Part-Full)
Moisture: Moist,

-

By - https://identify.plantnet.org/the-plant-list/species/Scirpus%20atrovirens%20Willd./data",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
#scirpus-atrovirens-dark-green-bulrush--4-5-pot,MGILDIIJOKD2VHAJEF4RWQZH,Scirpus atrovirens (Dark Green Bulrush),,"4.5"" Pot",,Sciatr3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#scirpus-atrovirens-dark-green-bulrush--gallon,K2KHXS6Z6UIFUUXAQJZUIBGH,Scirpus atrovirens (Dark Green Bulrush),,Gallon,,Sciatr9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,75,,,,Y
#scirpus-cyperinus-woolgrass--3-5-pot,WIFJ2FCA27OIZXMCWINXUDUC,Scirpus cyperinus (Woolgrass),,"3.5"" Pot",,Scicyp2,"Thrives easily in wet, standing water, making this ideal for ponds. Can colonize an area as well. Reddish brown, wooly seed clusters emerge in late summer, remaining throughout the winter.

Size: Height: 3' - 5' ; Width: 2' -4'
Light: Sun (Part-Full)
Moisture: Standing Water,

-

Fredlyfish4, CC BY-SA 4.0 , via Wikimedia Commons
Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
#scirpus-cyperinus-woolgrass--4-5-pot,37IDMNKCJW6QGLP3UNKIW3Q3,Scirpus cyperinus (Woolgrass),,"4.5"" Pot",,Scicyp3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#scirpus-cyperinus-woolgrass--gallon,CU77DCXLCLPMRTVUJCLPJCEU,Scirpus cyperinus (Woolgrass),,Gallon,,Scicyp9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,47,,,,Y
#sedum-pulchellum-widow-s-cross--4-5-pot,HOLWJF244PZFN32EPU5BQPW5,Sedum pulchellum (Widow's Cross),,"4.5"" Pot",,Sedpul3,"Readily reseeding annual often found in rocky outcroppings.  Pink flowers with black and red dotted petals. Lime green succulent-like leaves.

Size: Height: 0.5' - 0.5' ; Width: 0.5' -1'
Light: Sun (Part-Full)
Moisture: Medium,

-

Mason Brock (Masebrock), Public domain, via Wikimedia Commons,   Thomas R. Koll, Public domain, via Wikimedia Commons",,,,,,,hidden,Physical good,,,,N,,N,Y,12.00,,N,,,,,,,0,,,,Y
#sedum-pulchellum-widow-s-cross--gallon,GUPH3EWHZO7RBESW5IFXS73I,Sedum pulchellum (Widow's Cross),,Gallon,,Sedpul9,,,,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
#sedum-pulchellum-widow-s-cross--true-gallon,HVOC5SARTYZPZRL3YYZHHSU7,Sedum pulchellum (Widow's Cross),,True Gallon,,Sedpul12,,,,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#sedum-ternatum-woodland-stonecrop--4-5-pot,6YHMIAXJNZXK22SKNJTLSUHG,Sedum ternatum (Woodland Stonecrop),,"4.5"" Pot",,Sedter3,"Clusters of tiny white, star-like flowers with purplish stamens appear on stems above the foliage in spring. Rabbit, deer and drought tolerant.

Size: Height: 0.25' - 0.5' ; Width: 0.5' -0.75'
Light: Shade (Part-Full)
Moisture: Medium, 

-

By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61182287,   Fritz Flohr Reynolds from USA, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,10,,,,Y
#sedum-ternatum-woodland-stonecrop--gallon,BMUKCIHEIFTZ534TLL4EHMZB,Sedum ternatum (Woodland Stonecrop),,Gallon,,Sedter9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
#sedum-ternatum-woodland-stonecrop--true-gallon,SEZ4WIIH624UX2BTHJIFGVXA,Sedum ternatum (Woodland Stonecrop),,True Gallon,,Sedter12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#senna-hebecarpa-wild-senna--4-5-pot,OBX3I5Q53OTGDYHDK3HKMTQE,Senna hebecarpa (Wild Senna),,"4.5"" Pot",,Senheb3,"Bright, yellow flowers form in dense clusters bloom in summer to attract pollinators and butterflies. Black seed pods emerge in fall and support wildlife.

Size: Height: 4' - 6' ; Width: 3' -4'
Light: Sun (Part-Full)
Moisture: Dry, Moist, 

-

Small Dole, England [CC BY-SA (https://creativecommons.org/licenses/by-sa/2.0)], peganum from Small Dole, England, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,6,,,,Y
#senna-hebecarpa-wild-senna--gallon,KDHV23VP5DBA52MMM2ZHYJ7W,Senna hebecarpa (Wild Senna),,Gallon,,Senheb9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,83,,,,Y
#senna-hebecarpa-wild-senna--true-gallon,4QXWJBNFTE7FACIPPQY4ILU7,Senna hebecarpa (Wild Senna),,True Gallon,,Senheb12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#silene-caroliniana-wild-pink--4-5-pot,QJ47W3EAAML3TMVFIFZRKYL3,Silene caroliniana (Wild Pink),,"4.5"" Pot",,Silcar3,"This showy, mat-forming plant boasts clusters of bright pink, star-shaped flowers that bloom early spring.

Size: Height: 0.5' - 1' ; Width: 0.1' -1'
Light: Sun (Part-Full)
Moisture: Dry, Medium,

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons
Amadej Trnkocsy: https://www.flickr.com/photos/atrnkoczy/12274247696",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,0,,,,Y
#silene-caroliniana-wild-pink--gallon,73CWR6IDDY6IPOMJ27OT7MEZ,Silene caroliniana (Wild Pink),,Gallon,,Silcar9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
