Square.Category,Category,Scientific Name,Common Name,Item.Type,Species ID,Item.Name,Light,Moisture,SoilType,Height_low,Height_high,Width_low,Width_high,Size_Concat,Bloom_time,Bloom_color,Sex,Deer_Resistant,Drainfield_OK,NativeRange,Local_Ecotype,GermCode,DescriptionBase,Photo Credits,Shade Program
Shrub,Shrub,Amorpha nana,Fragrant False Indigo,Physical good,Amonan,Amorpha nana (Fragrant False Indigo),Sun (Full),"Medium, ",,1,2,1,3,Height: 1' - 2' ; Width: 1' -3',Summer,Purple,,,,,,"C(10),I","Bright green leaves and showy, upright purple flowers that emerge in summer. Deer resistant. Native to West of MS, not VA. We will sell until out and stop carrying it.","By Denis.prévôt - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15861840",
Shrub,Shrub,Eubotrys racemosa,Swamp Doghobble,Physical good,Eubrac,Eubotrys racemosa (Swamp Doghobble),Shade (Part-Full),"Medium, ",,4,6,4,6,Height: 4' - 6' ; Width: 4' -6',Spring,White,,,,,,,deciduous shrub with shiny green and red stems. White bell-shaped flowers on 3-4' racemes in spring that give way to light brown fruits and red leaves in fall.,"Famartin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Shrub,Shrub,Kalmia angustifolia,Sheep Laurel,Physical good,Kalang,Kalmia angustifolia (Sheep Laurel),Shade (Part-Full),"Medium, ",,1,3,4,6,Height: 1' - 3' ; Width: 4' -6',"Spring, Summer",Pink,,,,,,,"Evergreen shrub with groups of round, pink flowers in summer. Can spread to form colonies. Does well at bog or water edges. Host for the Brown Elfin butterfly.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons
Ryan Hodnett, CC BY-SA 4.0 , via Wikimedia Commons",
Shrub,Shrub,Prunus angustifolia,Chickasaw Plum,Physical good,Pruang,Prunus angustifolia (Chickasaw Plum),Sun (Part-Full),"Medium, ",,4,15,4,20,Height: 4' - 15' ; Width: 4' -20',Spring,White,,,,,,,Tall shrub.  Smooth redish bark with numerous  light lenticels. Bark becomes scaly and shallowly furrowed as it ages. Blooms small white flowers in clumps tht give way to edible yellow-to-red drupes that mature in summer.,"Lm13700, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons, Homer Edward Price, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Shrub,Shrub,Rhododendron arborescens,Sweet Azalea,Physical good,Rhoarb,Rhododendron arborescens (Sweet Azalea),Shade (Part-Full),"Medium, ",,8,20,8,20,Height: 8' - 20' ; Width: 8' -20',Spring,White,,,,,,,"Leaves turn red and purple in the fall. Fragrant, funnel-shaped white flowers bloom in groups of 3-6 early summer with protruding stamen.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons,  Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Shrub,Shrub,Robinia hispida,Bristly Locust,Physical good,Robhis,Robinia hispida (Bristly Locust),Sun (Full),"Dry, Medium, ",,2,10,5,15,Height: 2' - 10' ; Width: 5' -15',"Spring, Summer",Pink,,,,,,,"Rose to pale purple flowers appear in May, followed by bristly, purple seed pods. Plant is stiffly hair. Tolerates dry, poor soils and Deer. Aggressive spreader.","Ivana Kruljević, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Shrub,Shrub,Rosa carolina,Pasture Rose,Physical good,Roscar,Rosa carolina (Pasture Rose),Sun (Full),"Dry, Medium, ",,3,6,5,10,Height: 3' - 6' ; Width: 5' -10',Summer,Pink,,,,,,"F,H","Can spread to form colonies. Single, pink flowers bloom in may with red hips in the late summer. Attracts birds and butterflies","Salicyna, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Shrub,Shrub,Rosa palustris,Swamp Rose,Physical good,Rospal,Rosa palustris (Swamp Rose),Sun (Full),"Moist, Standing Water,",,3,6,3,6,Height: 3' - 6' ; Width: 3' -6',Summer,Pink,,,,,,"F,H","Pink blooms in the summer characterize this swamp plant, making it an excellent choice for wet, sunny conditions. Tolerates seasonal flooding.","Fritz Flohr Reynolds, CC BY-SA 2.0 , via Wikimedia Commons, mmmavocado, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons
I, SB Johnny, CC BY-SA 3.0 , via Wikimedia Commons",
Shrub,Shrub,Rubus odoratus,Purple Flowering Raspberry,Physical good,Rubodo,Rubus odoratus (Purple Flowering Raspberry),Sun (Part-Full),"Medium, ",,3,6,4,8,Height: 3' - 6' ; Width: 4' -8',"Spring, Summer",Purple,,,,,,,"Deciduous suckering shrub with large canes.  One of the most easily identifiable rubus species due to their gorgeous palmately lobed leaves, hairy stems and pink-purple rose shaped flowers that bloom in Spring and Summer. Edible fruits mature in summer. Attracts bees, butterflies, birds and small mammals","Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,    Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia,   Commons, Anneli Salo, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Shrub,Shrub,Salix discolor,Pussy Willow,Physical good,Saldis,Salix discolor (Pussy Willow),Sun (Part-Full),"Medium, Moist, ",,10,20,8,12,Height: 10' - 20' ; Width: 8' -12',Spring,,,,,,,A,Large multi stemmed dioecious shrub.  Male shrubs bloom silky gray flowers in spring before leaves emerge.  Females produce smaller green catkins.  Rapid spreading to form thickets. Tolerant of severe pruning after flowering.,"Silk666, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,   Famartin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, ",
Shrub,Shrub,Spiraea latifolia,Meadowsweet,Physical good,Spilat,Spiraea latifolia (Meadowsweet),Sun (Part-Full),"Medium, Standing Water,",,3,6,2,4,Height: 3' - 6' ; Width: 2' -4',Summer,White,,,,"Valley, Nova",can find,"C(60),D",Whitish pink blooms in summer. Showy flowers attract butterflies and fruits attract birds in fall. Needs moist soils.,,
Shrub,Shrub,Spiraea tomentosa,Steeplebush,Physical good,Spitom,Spiraea tomentosa (Steeplebush),Sun (Full),"Dry, Standing Water,",,2,4,3,5,Height: 2' - 4' ; Width: 3' -5',Summer,Pink,,,,,,"C(60),D","Upright, multi-stemmed, suckering, deciduous shrub.  Bloom tiny pink, rose-purple flowers on terminal spikes that from mid-summer to early autumn.  Attract butterflies.","Eric Hunt, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, Doug McGrady from Warwick, RI, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Shrub,Shrub,Symphoricarpos albus,Common Snowberry,Physical good,Symalb,Symphoricarpos albus (Common Snowberry),Sun (Part-Full),"Medium, ","Clay, Loam, Sand",3,6,3,6,Height: 3' - 6' ; Width: 3' -6',"Spring, Summer",White,,,,,,,Dense suckering deciduous shrub. Attractive bright green leaves.  Pink to white flowers in spring and summer are followed by attractive white fruits that last into winter.  Forms colonies but needs more than one genetic strain to fruit.,"Muséum de Toulouse, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,   korina.info, korina.info – CC-BY-SA-4.0, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Rudolphous, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,   Joe Mabel, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Shrub,Shrub,Viburnum acerifolium,Mapleleaf Viburnum,Physical good,Vibace,Viburnum acerifolium (Mapleleaf Viburnum),Sun (Part-Full),"Medium, ",,6,12,2,4,Height: 6' - 12' ; Width: 2' -4',"Spring, Summer",White,,,,,,,"Small, rounded shrub with maple-like leaves. Tiny white flowers bloom in mid spring and blueish-black fruit in late summer. More shade tolerant than many viburnums. Established plants are drought tolerant. They will sucker to form colonies.","Plant Image Library, CC BY-SA 2.0 , via Wikimedia Commons, Aaron Carlson, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Shrub,Shrub,Viburnum trilobum,Cranberry Viburnum,Physical good,Vibtri,Viburnum trilobum (Cranberry Viburnum),Sun (Part-Full),"Medium, Moist, ",,12,16,8,15,Height: 12' - 16' ; Width: 8' -15',"Spring, Summer",White,,,,,,F,Large hardy shrub blooms white flower clusters in spring. Dark green leaves turn a purple-red in fall along with bright red berries appearing. Edible fruit for humans and birds.,"Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Supplies,Supplies,Blank,Cow Pots (20 Count),Physical good,CowPot,Cow Pots (20 Count),,,,,,,,,,,,,,,,,,,
Stickers,Stickers,Blank,STICKER: Heliopsis Helianthoides,Physical good,Stk001,STICKER: Heliopsis Helianthoides,,,,,,,,,,,,,,,,,,,
Stickers,Stickers,Blank,STICKER: Monarch Butterfly & Chrysalis,Physical good,Stk002,STICKER: Monarch Butterfly & Chrysalis,,,,,,,,,,,,,,,,,,,
Stickers,Stickers,Blank,STICKER: Purple Echinacea,Physical good,Stk003,STICKER: Purple Echinacea,,,,,,,,,,,,,,,,,,,
Stickers,Stickers,Blank,STICKER: Scarlett Bee Balm w/ bumblebees,Physical good,Stk004,STICKER: Scarlett Bee Balm w/ bumblebees,,,,,,,,,,,,,,,,,,,
Stickers,Stickers,Blank,STICKER: Showy Orchid,Physical good,Stk005,STICKER: Showy Orchid,,,,,,,,,,,,,,,,,,,
Supplies,Supplies,Blank,"Hanging Basket (16"")",Physical good,HanBas,"Hanging Basket (16"")",,,,,,,,,,,,,,,,,,,
Tree,Tree,Aesculus parviflora,Bottlebrush Buckeye,Physical good,Aespar,Aesculus parviflora (Bottlebrush Buckeye),Shade (Part-Full),"Moist, ",,8,12,8,15,Height: 8' - 12' ; Width: 8' -15',Summer,White,,,,,,,"Delightful summer blooms of showy, 12"" flower clusters of tubular white flowers and bright red anthers. Flowers give way to pear-shaped buckeyes and foliage turns yellow in autumn. Drought and Deer tolerant. Attracts Butterflies","Wendy Cutler from Vancouver, Canada [CC BY (https://creativecommons.org/licenses/by/2.0)]",
Tree,Tree,Aesculus pavia,Red Eastern Buckeye,Physical good,Aespav,Aesculus pavia (Red Eastern Buckeye),Sun (Part-Full),"Medium, Moist, ",,12,15,12,15,Height: 12' - 15' ; Width: 12' -15',Spring,Red,,,,,,,"Bright, red, upright flower clusters bloom in spring, which attract hummingbirds. Buckeyes ripen in the fall. Prefers some afternoon or extra moisture in hot, dry conditions.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons
Betty from Eads, Tennessee, United States, CC BY 2.0 , via Wikimedia Commons",
Tree,Tree,Betula papyrifera,Paper Birch,Physical good,Betpap,Betula papyrifera (Paper Birch),Sun (Part-Full),"Medium, ","Clay, Sandy, Rocky",50,70,25,45,Height: 50' - 70' ; Width: 25' -45',Spring,Green,,,,,,,Quick growing single or multi-stemmed tree noted for its peeling white bark that reveals an orange-brown inner bark. Mature trees develop black markings on the white bark. Produce copper-green catkins in spring. Yellow leaves in fall.,"daryl_mitchell from Saskatoon, Saskatchewan, Canada, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons , English: NPS, Public domain, via Wikimedia Commons, Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Tree,Tree,Betula populifolia,Grey Birch,Physical good,Betpop,Betula populifolia (Grey Birch),Sun (Part-Full),"Medium, ",Sandy,20,40,10,20,Height: 20' - 40' ; Width: 10' -20',Spring,Green,,,,,,,"Deciduous suckering tree that often appears in a multi-trunked form, but can also grow with a single trunk. Distinguishable by its chalky white bark.  Yellowish-brown male flowers in single catkins  and greenish female flowers in smaller upright catkins in spring.","Nicholas A. Tonelli from Northeast Pennsylvania, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons, DouglasGoldman, CC BY-SA 4.0 , Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons<https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  DouglasGoldman, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Tree,Tree,Castanea dentata,American Chestnut,Physical good,Casden,Castanea dentata (American Chestnut),Sun (Full),"Medium, ",,50,75,50,75,Height: 50' - 75' ; Width: 50' -75',Summer,White,,,,,,,"Despite problems with blight, this tree can easily grow to 35', providing habitat and food for birds and insects. It also shoots out smaller trees that will establish even after the main tree suffers.","Agnieszka Kwiecień, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Tree,Tree,Franklinia alatamaha,Franklin Tree,Physical good,Fraala,Franklinia alatamaha (Franklin Tree),Shade (Part-Full),"Medium, Moist, ",,10,20,6,15,Height: 10' - 20' ; Width: 6' -15',Summer,White,,,,,,,"Camellia-like, cup-shaped, 5-petaled, sweetly-fragrant, white flowers (to 3� diameter) bloom in late summer.� Leaves turn quality shades of orange, red and purple in autumn. Sole species in genus. Found by W. Bartram in 1765 along Georgia's Altamaha River. All Franklinia growing today allegedly descend from those propagated and distributed by the Bartrams, who are often credited with having saved the tree from extinction. Note on Nativity: This is a North American Native plant with original range in GEORGIA, USA. We carry it because it is special.","Plant Image Library from Boston, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Tree,Tree,Gymnocladus dioicus,Kentucky Coffeetree,Physical good,Gymdio,Gymnocladus dioicus (Kentucky Coffeetree),Sun (Full),"Medium, ",,60,80,40,55,Height: 60' - 80' ; Width: 40' -55',"Spring, Summer",White,,,,,,,"Deciduous tree in the Fabaceae family.  Crown grows in an oval, open, to irregular habit.   Large pinnately compound leaves that emerge in the late spring as pinkish-bronze and then mature to a bluish-green. Greenish-white flowers appear in late spring to early summer. Leaves turn yellow and female trees boast clusters of large purplish-brown  seed pods in fall.  ","Bostonian13, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,  Leonora (Ellie) Enking from East Preston, United Kingdom, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons, ??????? ???????? / Dimětar Nŕydenov, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, ",
Tree,Tree,Magnolia tripetala,Umbrella Magnolia,Physical good,Magtri,Magnolia tripetala (Umbrella Magnolia),Sun (Part-Full),"Medium, Moist, ",Loam ,15,30,15,30,Height: 15' - 30' ; 15' - 30',Spring,White,,,,,,,Medium-sized tree that blooms with fragrant cup-shaped white flowers in spring. Red fruits mature in summer. This tree gets its name from its large leaves that cluster at the ends of its stems. ,,
Tree,Tree,Malus coronaria,American Crabapple,Physical good,Malcor,Malus coronaria American Crabapple),Sun (Part-Full),"Medium, ","Clay, Loam, Sand",15,30,20,30,Height: 15' - 30' ; 20' - 30',Spring,Pink,,,,,,,"Small native tree in the Rose family blooms fragrant, light pink flowers in spring.  Small fruits that can be made into preserves or cider",,
Tree,Tree,Prunus maritima,Beach Plum,Physical good,Prumar,Prunus maritima (Beach Plum),Sun (Full),"Medium, ",Sandy,6,12,3,8,Height: 6' - 12' ; Width: 3' -8',Spring,White,,,,,,,"White flowers in spring give way to dull 1"" purple, edible fruits.","Plant Image Library from Boston, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Tree,Tree,Quercus macrocarpa,Bur Oak,Physical good,Quemac,Quercus macrocarpa (Bur Oak),Sun (Full),"Medium, ",,60,80,60,80,Height: 60' - 80' ; Width: 60' -80',"Spring, Summer",Green,,,,,,"A,C(30-60),L",The massive Bur Oak can adapt to a wide range of soils. Acorns give name to the tree with the bur near the rim.,"By Daderot - Own work, CC0, https://commons.wikimedia.org/w/index.php?curid=23478883, Laval University, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
Matt Lavin: https://www.flickr.com/photos/plant_diversity/5108085936",
Tree,Tree,Quercus prinoides,Dwarf Chestnut Oak,Physical good,Quepro,Quercus prinoides (Dwarf Chestnut Oak),Sun (Part-Full),"Dry, ","Clay, Loam, Sand, Rocky",12,25,12,25,Height: 12' - 25' ; 12' - 25',Spring,Yellow,,,,,,,"Deciduous oak tree blooms with green and yellow catkins in spring.  Leaves turn green and copper in the fall.  Matures quickly.  Tolerant of poor, dry soils.",,
Tree,Tree,Quercus prinus,Chestnut Oak,Physical good,Quepri,Quercus prinus (Chestnut Oak),Sun (Full),"Dry, Medium, ",Rich loam,50,70,50,70,Height: 50' - 70' ; Width: 50' -70',Spring,Green,,,,,,,"Large native deciduous tree in the white oak family.  Often found growing in poor, dry and rocky soils.  Does best in well-drained loams. Separate male and female flowers appear in spring.  Large acorns produced in fall that have wildlife value for birds and mammals. Frequently used as a shade tree. ","Bruce Kirchoff from Greensboro, NC, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons,  Douglas Goldman, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Douglas Goldman, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Vine,Vine,Aristolochia tomentosa,Wooly Dutchmans Pipe,Physical good,Aritom,Aristolochia tomentosa (Wooly Dutchmans Pipe),Sun (Part-Full),"Medium, ","Loam, Sand",20,30,5,10,Height: 20' - 30' ; 5' - 10',"Spring, Summer",Yellow,,,,,,,"Deciduous, woody vine with hairy, heart-shaped leaves.  Blooms unique yellow and purple flowers in spring and summer. Native to TN & WV; Not native to VA",,
Vine,Vine,Clematis occidentalis var. occidentalis,Purple Clematis,Physical good,Cleocc,Clematis occidentalis var. occidentalis (Purple Clematis),Sun (Part-Full),"Dry, Medium, ",,3,6,1,2,Height: 3' - 6' ; Width: 1' - 2',"Spring, Summer",Purple,,,,,,C(90),Trailing vine that blooms lavender purple to pinkish grey showy flowers.,"Thayne Tuason, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Thayne Tuason, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, U.S. Fish and Wildlife Service - Midwest Region, Public domain, via Wikimedia Commons",
